policy,mode,key_variant,split,n_eval,accuracy,macro_f1,direct_count,thor_count,diagnostic_count,min_support,min_margin_default,min_margin_second,min_relative_gain
guarded_richer_s20_md2_ms1_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,2,1,0.05
guarded_richer_s20_md2_ms2_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,2,2,0.03
guarded_richer_s20_md2_ms2_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,2,2,0.05
guarded_richer_s20_md3_ms1_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,3,1,0.03
guarded_richer_s20_md3_ms1_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,3,1,0.05
guarded_richer_s20_md3_ms2_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,3,2,0.03
guarded_richer_s20_md3_ms2_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,3,2,0.05
guarded_richer_s5_md1_ms1_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,1,1,0.03
guarded_richer_s5_md1_ms1_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,1,1,0.05
guarded_richer_s5_md1_ms2_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,1,2,0.03
guarded_richer_s5_md1_ms2_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,1,2,0.05
guarded_richer_s5_md2_ms1_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,2,1,0.03
guarded_richer_s5_md2_ms1_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,2,1,0.05
guarded_richer_s5_md2_ms2_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,2,2,0.03
guarded_richer_s5_md2_ms2_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,2,2,0.05
guarded_richer_s5_md3_ms1_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,3,1,0.03
guarded_richer_s5_md3_ms1_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,3,1,0.05
guarded_richer_s5_md3_ms2_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,3,2,0.03
guarded_richer_s5_md3_ms2_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,3,2,0.05
richer_key_unguarded,unguarded,richer,train,1746,0.6706758304696449,0.6717859685253068,1621,124,1,,,,
current_key_unguarded,unguarded,current,train,1746,0.6701030927835051,0.6715238720944575,1266,479,1,,,,
guarded_richer_s5_md1_ms0_rg0p03,guarded,richer,train,1746,0.6695303550973654,0.6704945080393854,1624,122,0,5,1,0,0.03
guarded_richer_s5_md1_ms0_rg0p05,guarded,richer,train,1746,0.6695303550973654,0.6704945080393854,1624,122,0,5,1,0,0.05
guarded_current_s5_md1_ms0_rg0p03,guarded,current,train,1746,0.6689576174112256,0.6702307658790835,1269,477,0,5,1,0,0.03
guarded_current_s10_md1_ms0_rg0p03,guarded,current,train,1746,0.6683848797250859,0.6695826190029389,1274,472,0,10,1,0,0.03
guarded_current_s10_md2_ms0_rg0p03,guarded,current,train,1746,0.6683848797250859,0.6695826190029389,1274,472,0,10,2,0,0.03
guarded_current_s10_md3_ms0_rg0p03,guarded,current,train,1746,0.6683848797250859,0.6695826190029389,1274,472,0,10,3,0,0.03
guarded_current_s20_md1_ms0_rg0p03,guarded,current,train,1746,0.6683848797250859,0.6695826190029389,1274,472,0,20,1,0,0.03
guarded_current_s20_md2_ms0_rg0p03,guarded,current,train,1746,0.6683848797250859,0.6695826190029389,1274,472,0,20,2,0,0.03
guarded_current_s20_md3_ms0_rg0p03,guarded,current,train,1746,0.6683848797250859,0.6695826190029389,1274,472,0,20,3,0,0.03
guarded_current_s5_md2_ms0_rg0p03,guarded,current,train,1746,0.6683848797250859,0.6695826190029389,1274,472,0,5,2,0,0.03
guarded_current_s5_md3_ms0_rg0p03,guarded,current,train,1746,0.6683848797250859,0.6695826190029389,1274,472,0,5,3,0,0.03
guarded_richer_s10_md1_ms0_rg0p03,guarded,richer,train,1746,0.6683848797250859,0.6695826190029389,1638,108,0,10,1,0,0.03
guarded_richer_s10_md1_ms0_rg0p05,guarded,richer,train,1746,0.6683848797250859,0.6695826190029389,1638,108,0,10,1,0,0.05
guarded_richer_s10_md2_ms0_rg0p03,guarded,richer,train,1746,0.6683848797250859,0.6695826190029389,1638,108,0,10,2,0,0.03
guarded_richer_s10_md2_ms0_rg0p05,guarded,richer,train,1746,0.6683848797250859,0.6695826190029389,1638,108,0,10,2,0,0.05
guarded_richer_s10_md3_ms0_rg0p03,guarded,richer,train,1746,0.6683848797250859,0.6695826190029389,1638,108,0,10,3,0,0.03
guarded_richer_s10_md3_ms0_rg0p05,guarded,richer,train,1746,0.6683848797250859,0.6695826190029389,1638,108,0,10,3,0,0.05
guarded_richer_s5_md2_ms0_rg0p03,guarded,richer,train,1746,0.6683848797250859,0.6695826190029389,1638,108,0,5,2,0,0.03
guarded_richer_s5_md2_ms0_rg0p05,guarded,richer,train,1746,0.6683848797250859,0.6695826190029389,1638,108,0,5,2,0,0.05
guarded_richer_s5_md3_ms0_rg0p03,guarded,richer,train,1746,0.6683848797250859,0.6695826190029389,1638,108,0,5,3,0,0.03
guarded_richer_s5_md3_ms0_rg0p05,guarded,richer,train,1746,0.6683848797250859,0.6695826190029389,1638,108,0,5,3,0,0.05
guarded_current_s5_md1_ms0_rg0p05,guarded,current,train,1746,0.6666666666666666,0.668143251766795,1389,357,0,5,1,0,0.05
guarded_current_s10_md1_ms0_rg0p05,guarded,current,train,1746,0.6660939289805269,0.667507779702681,1394,352,0,10,1,0,0.05
guarded_current_s10_md2_ms0_rg0p05,guarded,current,train,1746,0.6660939289805269,0.667507779702681,1394,352,0,10,2,0,0.05
guarded_current_s10_md3_ms0_rg0p05,guarded,current,train,1746,0.6660939289805269,0.667507779702681,1394,352,0,10,3,0,0.05
guarded_current_s20_md1_ms0_rg0p05,guarded,current,train,1746,0.6660939289805269,0.667507779702681,1394,352,0,20,1,0,0.05
guarded_current_s20_md2_ms0_rg0p05,guarded,current,train,1746,0.6660939289805269,0.667507779702681,1394,352,0,20,2,0,0.05
guarded_current_s20_md3_ms0_rg0p05,guarded,current,train,1746,0.6660939289805269,0.667507779702681,1394,352,0,20,3,0,0.05
guarded_current_s5_md2_ms0_rg0p05,guarded,current,train,1746,0.6660939289805269,0.667507779702681,1394,352,0,5,2,0,0.05
guarded_current_s5_md3_ms0_rg0p05,guarded,current,train,1746,0.6660939289805269,0.667507779702681,1394,352,0,5,3,0,0.05
guarded_richer_s20_md1_ms0_rg0p03,guarded,richer,train,1746,0.6643757159221076,0.6652932260363286,1658,88,0,20,1,0,0.03
guarded_richer_s20_md1_ms0_rg0p05,guarded,richer,train,1746,0.6643757159221076,0.6652932260363286,1658,88,0,20,1,0,0.05
guarded_richer_s20_md2_ms0_rg0p03,guarded,richer,train,1746,0.6643757159221076,0.6652932260363286,1658,88,0,20,2,0,0.03
guarded_richer_s20_md2_ms0_rg0p05,guarded,richer,train,1746,0.6643757159221076,0.6652932260363286,1658,88,0,20,2,0,0.05
guarded_richer_s20_md3_ms0_rg0p03,guarded,richer,train,1746,0.6643757159221076,0.6652932260363286,1658,88,0,20,3,0,0.03
guarded_richer_s20_md3_ms0_rg0p05,guarded,richer,train,1746,0.6643757159221076,0.6652932260363286,1658,88,0,20,3,0,0.05
guarded_current_s10_md1_ms1_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,1,1,0.03
guarded_current_s10_md1_ms1_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,1,1,0.05
guarded_current_s10_md1_ms2_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,1,2,0.03
guarded_current_s10_md1_ms2_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,1,2,0.05
guarded_current_s10_md2_ms1_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,2,1,0.03
guarded_current_s10_md2_ms1_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,2,1,0.05
guarded_current_s10_md2_ms2_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,2,2,0.03
guarded_current_s10_md2_ms2_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,2,2,0.05
guarded_current_s10_md3_ms1_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,3,1,0.03
guarded_current_s10_md3_ms1_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,3,1,0.05
guarded_current_s10_md3_ms2_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,3,2,0.03
guarded_current_s10_md3_ms2_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,3,2,0.05
guarded_current_s20_md1_ms1_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,1,1,0.03
guarded_current_s20_md1_ms1_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,1,1,0.05
guarded_current_s20_md1_ms2_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,1,2,0.03
guarded_current_s20_md1_ms2_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,1,2,0.05
guarded_current_s20_md2_ms1_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,2,1,0.03
guarded_current_s20_md2_ms1_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,2,1,0.05
guarded_current_s20_md2_ms2_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,2,2,0.03
guarded_current_s20_md2_ms2_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,2,2,0.05
guarded_current_s20_md3_ms1_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,3,1,0.03
guarded_current_s20_md3_ms1_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,3,1,0.05
guarded_current_s20_md3_ms2_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,3,2,0.03
guarded_current_s20_md3_ms2_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,3,2,0.05
guarded_current_s5_md1_ms1_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,1,1,0.03
guarded_current_s5_md1_ms1_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,1,1,0.05
guarded_current_s5_md1_ms2_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,1,2,0.03
guarded_current_s5_md1_ms2_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,1,2,0.05
guarded_current_s5_md2_ms1_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,2,1,0.03
guarded_current_s5_md2_ms1_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,2,1,0.05
guarded_current_s5_md2_ms2_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,2,2,0.03
guarded_current_s5_md2_ms2_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,2,2,0.05
guarded_current_s5_md3_ms1_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,3,1,0.03
guarded_current_s5_md3_ms1_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,3,1,0.05
guarded_current_s5_md3_ms2_rg0p03,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,3,2,0.03
guarded_current_s5_md3_ms2_rg0p05,guarded,current,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,3,2,0.05
guarded_richer_s10_md1_ms1_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,1,1,0.03
guarded_richer_s10_md1_ms1_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,1,1,0.05
guarded_richer_s10_md1_ms2_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,1,2,0.03
guarded_richer_s10_md1_ms2_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,1,2,0.05
guarded_richer_s10_md2_ms1_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,2,1,0.03
guarded_richer_s10_md2_ms1_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,2,1,0.05
guarded_richer_s10_md2_ms2_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,2,2,0.03
guarded_richer_s10_md2_ms2_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,2,2,0.05
guarded_richer_s10_md3_ms1_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,3,1,0.03
guarded_richer_s10_md3_ms1_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,3,1,0.05
guarded_richer_s10_md3_ms2_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,3,2,0.03
guarded_richer_s10_md3_ms2_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,10,3,2,0.05
guarded_richer_s20_md1_ms1_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,1,1,0.03
guarded_richer_s20_md1_ms1_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,1,1,0.05
guarded_richer_s20_md1_ms2_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,1,2,0.03
guarded_richer_s20_md1_ms2_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,1,2,0.05
guarded_richer_s20_md2_ms1_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,2,1,0.03
guarded_richer_s20_md2_ms1_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,2,1,0.05
guarded_richer_s20_md2_ms2_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,2,2,0.03
guarded_richer_s20_md2_ms2_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,2,2,0.05
guarded_richer_s20_md3_ms1_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,3,1,0.03
guarded_richer_s20_md3_ms1_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,3,1,0.05
guarded_richer_s20_md3_ms2_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,3,2,0.03
guarded_richer_s20_md3_ms2_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,20,3,2,0.05
guarded_richer_s5_md1_ms1_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,1,1,0.03
guarded_richer_s5_md1_ms1_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,1,1,0.05
guarded_richer_s5_md1_ms2_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,1,2,0.03
guarded_richer_s5_md1_ms2_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,1,2,0.05
guarded_richer_s5_md2_ms1_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,2,1,0.03
guarded_richer_s5_md2_ms1_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,2,1,0.05
guarded_richer_s5_md2_ms2_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,2,2,0.03
guarded_richer_s5_md2_ms2_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,2,2,0.05
guarded_richer_s5_md3_ms1_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,3,1,0.03
guarded_richer_s5_md3_ms1_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,3,1,0.05
guarded_richer_s5_md3_ms2_rg0p03,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,3,2,0.03
guarded_richer_s5_md3_ms2_rg0p05,guarded,richer,train,1746,0.6517754868270332,0.6540048368707801,1746,0,0,5,3,2,0.05
